yyyy doy mn dd    MJD                 P0ms           Pdot0                  nu0            nudot0_15       tJPLms        SNthr 
2018 313 11 09  58431     33.7552247881230   4.200554E-013     29.6250434199999        -368658.79077      13.8631         5.00 
nGRPmax
   1390
 nGRP  nORG  NSEQpulse        TDBsec                  MJD   peakSN    sumSN  Nsubpulse        phase       UThhmmss          UTsec
  212   212    1562429  52740.173235  58431.6104186716930     6.17    16.84          6     -0.00106  143113.889269   52273.889270
  213   213    1562778  52751.953965  58431.6105550227460     6.32     6.32          1      0.00333  143125.669289   52285.669290
  214   214    1562797  52752.595154  58431.6105624439170    22.28    22.28          1     -0.00142  143126.310440   52286.310440
  215   215    1562816  52753.236562  58431.6105698676220    12.91    15.86          2      0.00033  143126.951809   52286.951810
  216   216    1562936  52757.286921  58431.6106167467780    16.56    16.56          1     -0.00797  143131.001924   52291.001925
  217   217    1563065  52761.641749  58431.6106671498750     7.28     9.50          2      0.00417  143135.356489   52295.356490
  218   218    1563426  52773.827413  58431.6108081876480     5.26     5.26          1      0.00478  143147.541420   52307.541420
  219   219    1563463  52775.076723  58431.6108226472580     5.30     5.30          1      0.01533  143148.790654   52308.790655
  220   220    1563595  52779.531917  58431.6108742120060     9.15     9.73          2      0.00083  143153.245580   52313.245580
  221   221    1563646  52781.253456  58431.6108941372160     8.46     8.46          1      0.00117  143154.967015   52314.967015
  222   222    1563818  52787.059436  58431.6109613360640     6.19    20.14          6      0.00347  143200.772644   52320.772645
  223   223    1563855  52788.308381  58431.6109757914500     6.40     7.61          2      0.00350  143202.021515   52322.021515
  224   224    1564068  52795.498024  58431.6110590049020     5.92     6.95          2     -0.00314  143209.210724   52329.210725
  225   225    1564157  52798.502145  58431.6110937748220     5.03     5.03          1     -0.00600  143212.214664   52332.214665
  226   226    1564995  52826.789074  58431.6114211698430     9.39    12.95          2     -0.00475  143240.499889   52360.499890
  227   227    1565173  52832.797732  58431.6114907144830     5.69    14.22          4      0.00158  143246.508184   52366.508185
  228   228    1565268  52836.004410  58431.6115278288260     8.30    10.06          2     -0.00022  143249.714670   52369.714670
